helpfulness,correctness,coherence,complexity,verbosity,label,word_count,char_count,sentence_count,avg_sentence_length,unique_words,vocab_diversity,coleman_liau,list_count,paragraph_count,punctuation_count,reference_count,syntax_tree_depth,average_dependency_length,passive_voice_ratio,subordinate_clause_rate,noun_verb_ratio,adjective_ratio,adverb_ratio,pronoun_ratio,contraction_rate,average_word_length,hedging_frequency,discourse_marker_rate,style_score,format_score,wording_score,helpfulness_score,correctness_score,coherence_score,complexity_score,verbosity_score
4,4,4,1,2,Human,167.0,971.0,9.0,18.55555555555556,84.0,0.5029940119760479,8.480239520958083,4.0,3.0,40.0,0.0,9.0,3.565217391304348,0.3333333333333333,0.3333333333333333,1.175,0.059880239520958,0.0359281437125748,0.059880239520958,0.0,4.491017964071856,0.0179640718562874,0.1111111111111111,3.5,3.5,3.0,4.0,4.0,4.0,3.0,3.5
3,4,4,3,3,LLM,167.0,971.0,9.0,18.55555555555556,84.0,0.5029940119760479,8.480239520958083,4.0,3.0,40.0,0.0,9.0,3.565217391304348,0.3333333333333333,0.3333333333333333,1.175,0.059880239520958,0.0359281437125748,0.059880239520958,0.0,4.491017964071856,0.0179640718562874,0.1111111111111111,3.5,3.5,3.0,4.0,4.0,4.0,3.0,3.5
3,3,4,2,2,Human,234.0,1504.0,13.0,18.0,121.0,0.5170940170940171,12.251111111111111,4.0,6.0,45.0,0.0,9.0,2.9625468164794007,0.0,0.0769230769230769,2.365853658536585,0.0752212389380531,0.0176991150442477,0.084070796460177,0.0088495575221238,5.221238938053097,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5
4,4,4,3,3,LLM,234.0,1504.0,13.0,18.0,121.0,0.5170940170940171,12.251111111111111,4.0,6.0,45.0,0.0,9.0,2.9625468164794007,0.0,0.0769230769230769,2.365853658536585,0.0752212389380531,0.0176991150442477,0.084070796460177,0.0088495575221238,5.221238938053097,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5
0,0,4,1,1,Human,27.0,250.0,2.0,13.5,28.0,1.037037037037037,8.712592592592593,4.0,3.0,19.0,4.0,5.0,7.1891891891891895,0.0,0.0,2.25,0.1578947368421052,0.0526315789473684,0.1578947368421052,0.0,4.421052631578948,0.0,0.0,3.5,2.5,2.0,2.5,2.0,3.0,2.0,3.5
2,2,3,1,2,LLM,27.0,250.0,2.0,13.5,28.0,1.037037037037037,8.712592592592593,4.0,3.0,19.0,4.0,5.0,7.1891891891891895,0.0,0.0,2.25,0.1578947368421052,0.0526315789473684,0.1578947368421052,0.0,4.421052631578948,0.0,0.0,3.5,2.5,2.0,2.5,2.0,3.0,2.0,3.5
1,1,3,1,1,Human,144.0,803.0,14.0,10.285714285714286,41.0,0.2847222222222222,3.1133333333333297,12.0,5.0,28.0,0.0,4.0,3.3255813953488373,0.0,0.0,2.769230769230769,0.1811023622047244,0.0708661417322834,0.0472440944881889,0.0,4.5984251968503935,0.0,0.0,3.5,4.0,3.0,2.5,2.0,3.0,2.0,2.5
1,1,1,1,2,LLM,144.0,803.0,14.0,10.285714285714286,41.0,0.2847222222222222,3.1133333333333297,12.0,5.0,28.0,0.0,4.0,3.3255813953488373,0.0,0.0,2.769230769230769,0.1811023622047244,0.0708661417322834,0.0472440944881889,0.0,4.5984251968503935,0.0,0.0,3.5,4.0,3.0,2.5,2.0,3.0,2.0,2.5
4,4,4,2,1,Human,289.0,1632.0,25.0,11.56,127.0,0.4394463667820069,5.127335640138405,21.0,2.0,47.0,0.0,8.0,3.3422619047619047,0.0,0.12,1.206896551724138,0.0845588235294117,0.0220588235294117,0.1213235294117647,0.0,4.5588235294117645,0.0036764705882352,0.0,3.5,4.0,3.5,4.0,4.0,4.0,3.5,3.5
4,4,4,3,4,LLM,289.0,1632.0,25.0,11.56,127.0,0.4394463667820069,5.127335640138405,21.0,2.0,47.0,0.0,8.0,3.3422619047619047,0.0,0.12,1.206896551724138,0.0845588235294117,0.0220588235294117,0.1213235294117647,0.0,4.5588235294117645,0.0036764705882352,0.0,3.5,4.0,3.5,4.0,4.0,4.0,3.5,3.5
3,3,4,2,1,Human,166.0,908.0,1.0,166.0,87.0,0.5240963855421686,7.530843373493973,10.0,2.0,21.0,0.0,12.0,4.349462365591398,0.0,0.0,1.108108108108108,0.0256410256410256,0.0192307692307692,0.141025641025641,0.0,4.544871794871795,0.0192307692307692,0.0,3.5,4.0,3.0,4.0,4.0,4.0,3.5,3.5
4,4,4,3,4,LLM,166.0,908.0,1.0,166.0,87.0,0.5240963855421686,7.530843373493973,10.0,2.0,21.0,0.0,12.0,4.349462365591398,0.0,0.0,1.108108108108108,0.0256410256410256,0.0192307692307692,0.141025641025641,0.0,4.544871794871795,0.0192307692307692,0.0,3.5,4.0,3.0,4.0,4.0,4.0,3.5,3.5
2,4,4,1,2,Human,146.0,1039.0,6.0,24.33333333333333,94.0,0.6438356164383562,17.578904109589036,0.0,4.0,23.0,0.0,9.0,3.434285714285714,0.0,0.1666666666666666,1.9333333333333331,0.0903225806451612,0.0064516129032258,0.0451612903225806,0.0,5.529032258064516,0.0,0.0,3.5,3.0,3.5,4.0,4.0,4.0,3.5,3.0
4,4,4,3,3,LLM,146.0,1039.0,6.0,24.33333333333333,94.0,0.6438356164383562,17.578904109589036,0.0,4.0,23.0,0.0,9.0,3.434285714285714,0.0,0.1666666666666666,1.9333333333333331,0.0903225806451612,0.0064516129032258,0.0451612903225806,0.0,5.529032258064516,0.0,0.0,3.5,3.0,3.5,4.0,4.0,4.0,3.5,3.0
1,1,3,2,2,Human,327.0,2151.0,10.0,32.7,145.0,0.4434250764525994,14.834617737003054,0.0,6.0,43.0,0.0,11.0,3.4405405405405407,0.6,0.1,1.1884057971014492,0.1333333333333333,0.0393939393939393,0.0393939393939393,0.003030303030303,5.3121212121212125,0.003030303030303,0.1,3.5,4.0,3.5,4.0,4.0,4.0,3.5,3.5
4,4,4,3,3,LLM,327.0,2151.0,10.0,32.7,145.0,0.4434250764525994,14.834617737003054,0.0,6.0,43.0,0.0,11.0,3.4405405405405407,0.6,0.1,1.1884057971014492,0.1333333333333333,0.0393939393939393,0.0393939393939393,0.003030303030303,5.3121212121212125,0.003030303030303,0.1,3.5,4.0,3.5,4.0,4.0,4.0,3.5,3.5
3,3,4,1,3,Human,639.0,3944.0,36.0,17.75,176.0,0.2754303599374021,11.590985915492954,5.0,7.0,98.0,0.0,12.0,3.058333333333333,0.0,0.0,2.323232323232323,0.1012461059190031,0.0186915887850467,0.0654205607476635,0.0,4.923676012461059,0.0,0.0,3.8,4.0,3.5,4.0,4.0,4.0,3.5,3.5
4,4,4,3,3,LLM,639.0,3944.0,36.0,17.75,176.0,0.2754303599374021,11.590985915492954,5.0,7.0,98.0,0.0,12.0,3.058333333333333,0.0,0.0,2.323232323232323,0.1012461059190031,0.0186915887850467,0.0654205607476635,0.0,4.923676012461059,0.0,0.0,3.8,4.0,3.5,4.0,4.0,4.0,3.5,3.5
0,0,2,2,2,Human,134.0,647.0,4.0,33.5,54.0,0.4029850746268656,1.0895522388059682,0.0,9.0,39.0,0.0,10.0,4.897590361445783,0.5,0.25,2.0588235294117645,0.0631578947368421,0.031578947368421,0.0947368421052631,0.0,4.052631578947368,0.0,0.25,3.5,3.0,3.0,4.0,2.0,3.0,3.0,3.0
1,0,1,2,2,LLM,134.0,647.0,4.0,33.5,54.0,0.4029850746268656,1.0895522388059682,0.0,9.0,39.0,0.0,10.0,4.897590361445783,0.5,0.25,2.0588235294117645,0.0631578947368421,0.031578947368421,0.0947368421052631,0.0,4.052631578947368,0.0,0.25,3.5,3.0,3.0,4.0,2.0,3.0,3.0,3.0
3,4,3,2,2,Human,163.0,1039.0,8.0,20.375,106.0,0.6503067484662577,11.781595092024537,0.0,3.0,38.0,0.0,8.0,3.285,0.0,0.375,1.358974358974359,0.0920245398773006,0.0245398773006134,0.0552147239263803,0.0122699386503067,5.0184049079754605,0.0184049079754601,0.0,3.5,4.0,3.5,3.5,4.0,4.0,3.5,3.5
3,3,3,2,3,LLM,163.0,1039.0,8.0,20.375,106.0,0.6503067484662577,11.781595092024537,0.0,3.0,38.0,0.0,8.0,3.285,0.0,0.375,1.358974358974359,0.0920245398773006,0.0245398773006134,0.0552147239263803,0.0122699386503067,5.0184049079754605,0.0184049079754601,0.0,3.5,4.0,3.5,3.5,4.0,4.0,3.5,3.5
4,4,4,2,2,Human,232.0,1502.0,21.0,11.047619047619047,133.0,0.5732758620689655,11.473965517241377,10.0,5.0,49.0,0.0,10.0,2.820143884892086,0.0,0.0476190476190476,1.9761904761904765,0.0881057268722467,0.013215859030837,0.0881057268722467,0.013215859030837,5.303964757709252,0.0,0.0,3.5,4.0,3.0,3.5,4.0,4.0,3.5,3.0
4,4,4,3,4,LLM,232.0,1502.0,21.0,11.047619047619047,133.0,0.5732758620689655,11.473965517241377,10.0,5.0,49.0,0.0,10.0,2.820143884892086,0.0,0.0476190476190476,1.9761904761904765,0.0881057268722467,0.013215859030837,0.0881057268722467,0.013215859030837,5.303964757709252,0.0,0.0,3.5,4.0,3.0,3.5,4.0,4.0,3.5,3.0
3,3,4,2,3,Human,345.0,2303.0,24.0,14.375,178.0,0.5159420289855072,13.653681159420293,8.0,10.0,61.0,0.0,9.0,3.1231155778894477,0.0,0.0416666666666666,1.4078947368421053,0.0988372093023255,0.0174418604651162,0.1337209302325581,0.0,5.380813953488372,0.002906976744186,0.0,3.8,3.5,3.5,4.0,4.0,4.0,3.5,3.5
4,4,4,3,3,LLM,345.0,2303.0,24.0,14.375,178.0,0.5159420289855072,13.653681159420293,8.0,10.0,61.0,0.0,9.0,3.1231155778894477,0.0,0.0416666666666666,1.4078947368421053,0.0988372093023255,0.0174418604651162,0.1337209302325581,0.0,5.380813953488372,0.002906976744186,0.0,3.8,3.5,3.5,4.0,4.0,4.0,3.5,3.5
4,4,4,2,2,Human,307.0,2057.0,5.0,61.4,126.0,0.4104234527687296,15.724039087947885,16.0,17.0,66.0,0.0,37.0,3.9088541666666665,0.0,0.0,3.6857142857142855,0.0520833333333333,0.0104166666666666,0.0208333333333333,0.0034722222222222,5.746527777777778,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0
4,4,4,3,4,LLM,307.0,2057.0,5.0,61.4,126.0,0.4104234527687296,15.724039087947885,16.0,17.0,66.0,0.0,37.0,3.9088541666666665,0.0,0.0,3.6857142857142855,0.0520833333333333,0.0104166666666666,0.0208333333333333,0.0034722222222222,5.746527777777778,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0
2,2,4,1,2,Human,268.0,1710.0,21.0,12.761904761904765,104.0,0.3880597014925373,11.697462686567164,10.0,2.0,58.0,0.0,9.0,2.8417721518987342,0.0952380952380952,0.0,2.2363636363636363,0.0697674418604651,0.003875968992248,0.003875968992248,0.0,5.267441860465116,0.0387596899224806,0.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,3.5
4,4,4,3,3,LLM,268.0,1710.0,21.0,12.761904761904765,104.0,0.3880597014925373,11.697462686567164,10.0,2.0,58.0,0.0,9.0,2.8417721518987342,0.0952380952380952,0.0,2.2363636363636363,0.0697674418604651,0.003875968992248,0.003875968992248,0.0,5.267441860465116,0.0387596899224806,0.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,3.5
4,4,4,1,1,Human,42.0,276.0,2.0,21.0,39.0,0.9285714285714286,13.45523809523809,0.0,2.0,11.0,0.0,7.0,5.071428571428571,0.0,0.0,2.571428571428572,0.1219512195121951,0.024390243902439,0.048780487804878,0.024390243902439,5.195121951219512,0.0,0.0,3.5,3.5,3.0,4.0,4.0,4.0,2.5,3.5
4,4,4,3,3,LLM,42.0,276.0,2.0,21.0,39.0,0.9285714285714286,13.45523809523809,0.0,2.0,11.0,0.0,7.0,5.071428571428571,0.0,0.0,2.571428571428572,0.1219512195121951,0.024390243902439,0.048780487804878,0.024390243902439,5.195121951219512,0.0,0.0,3.5,3.5,3.0,4.0,4.0,4.0,2.5,3.5
4,4,4,2,2,Human,154.0,1026.0,13.0,11.846153846153848,93.0,0.6038961038961039,11.867532467532463,9.0,5.0,21.0,0.0,7.0,3.252688172043011,0.0769230769230769,0.0769230769230769,1.7333333333333334,0.1119402985074626,0.0522388059701492,0.044776119402985,0.0,5.82089552238806,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.5
4,4,4,3,3,LLM,154.0,1026.0,13.0,11.846153846153848,93.0,0.6038961038961039,11.867532467532463,9.0,5.0,21.0,0.0,7.0,3.252688172043011,0.0769230769230769,0.0769230769230769,1.7333333333333334,0.1119402985074626,0.0522388059701492,0.044776119402985,0.0,5.82089552238806,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.5
3,3,4,1,2,Human,135.0,710.0,20.0,6.75,95.0,0.7037037037037037,1.7173333333333325,11.0,1.0,27.0,0.0,5.0,2.7987012987012987,0.0,0.0,0.7647058823529411,0.048780487804878,0.016260162601626,0.1707317073170731,0.0,4.235772357723577,0.0,0.0,3.5,4.0,3.5,4.0,4.0,4.0,3.0,4.0
3,3,4,3,4,LLM,135.0,710.0,20.0,6.75,95.0,0.7037037037037037,1.7173333333333325,11.0,1.0,27.0,0.0,5.0,2.7987012987012987,0.0,0.0,0.7647058823529411,0.048780487804878,0.016260162601626,0.1707317073170731,0.0,4.235772357723577,0.0,0.0,3.5,4.0,3.5,4.0,4.0,4.0,3.0,4.0
2,2,3,1,2,Human,136.0,704.0,23.0,5.913043478260869,94.0,0.6911764705882353,1.8047058823529407,1.0,1.0,25.0,0.0,5.0,2.378571428571429,0.0,0.0,0.7428571428571429,0.0483870967741935,0.0161290322580645,0.1693548387096774,0.0,4.241935483870968,0.0,0.0,3.5,4.0,3.5,4.0,4.0,4.0,2.5,2.0
3,3,4,2,4,LLM,136.0,704.0,23.0,5.913043478260869,94.0,0.6911764705882353,1.8047058823529407,1.0,1.0,25.0,0.0,5.0,2.378571428571429,0.0,0.0,0.7428571428571429,0.0483870967741935,0.0161290322580645,0.1693548387096774,0.0,4.241935483870968,0.0,0.0,3.5,4.0,3.5,4.0,4.0,4.0,2.5,2.0
4,4,4,1,4,Human,950.0,5296.0,48.0,19.791666666666668,232.0,0.2442105263157894,7.826652631578945,0.0,23.0,176.0,0.0,10.0,3.074681238615665,0.0416666666666666,0.5208333333333334,1.116822429906542,0.0464135021097046,0.0327004219409282,0.0822784810126582,0.010548523206751,4.2858649789029535,0.0042194092827004,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3,4,3,3,2,LLM,950.0,5296.0,48.0,19.791666666666668,232.0,0.2442105263157894,7.826652631578945,0.0,23.0,176.0,0.0,10.0,3.074681238615665,0.0416666666666666,0.5208333333333334,1.116822429906542,0.0464135021097046,0.0327004219409282,0.0822784810126582,0.010548523206751,4.2858649789029535,0.0042194092827004,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4,4,4,1,2,Human,432.0,2378.0,8.0,54.0,140.0,0.324074074074074,4.506851851851849,0.0,3.0,70.0,0.0,7.0,8.33965844402277,0.0,0.0,10.32,0.2328767123287671,0.1050228310502283,0.0273972602739726,0.0045662100456621,6.853881278538813,0.0,0.0,3.8,4.0,3.7,4.0,3.5,4.0,3.6,3.8
3,2,4,3,3,LLM,432.0,2378.0,8.0,54.0,140.0,0.324074074074074,4.506851851851849,0.0,3.0,70.0,0.0,7.0,8.33965844402277,0.0,0.0,10.32,0.2328767123287671,0.1050228310502283,0.0273972602739726,0.0045662100456621,6.853881278538813,0.0,0.0,3.8,4.0,3.7,4.0,3.5,4.0,3.6,3.8
3,3,4,2,2,Human,96.0,626.0,5.0,19.2,67.0,0.6979166666666666,14.263333333333332,0.0,1.0,15.0,0.0,7.0,3.177570093457944,0.0,0.4,2.1333333333333333,0.1237113402061855,0.0206185567010309,0.0309278350515463,0.0,5.319587628865979,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4,4,4,4,4,LLM,96.0,626.0,5.0,19.2,67.0,0.6979166666666666,14.263333333333332,0.0,1.0,15.0,0.0,7.0,3.177570093457944,0.0,0.4,2.1333333333333333,0.1237113402061855,0.0206185567010309,0.0309278350515463,0.0,5.319587628865979,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0,0,4,2,2,Human,227.0,1371.0,11.0,20.63636363636364,112.0,0.4933920704845815,10.793656387665196,0.0,4.0,50.0,0.0,10.0,3.08029197080292,0.0909090909090909,0.0,3.4444444444444446,0.0619469026548672,0.0132743362831858,0.0575221238938053,0.0044247787610619,4.743362831858407,0.0,0.0,3.5,3.0,2.5,2.5,2.0,2.5,2.0,3.5
1,0,2,2,3,LLM,227.0,1371.0,11.0,20.63636363636364,112.0,0.4933920704845815,10.793656387665196,0.0,4.0,50.0,0.0,10.0,3.08029197080292,0.0909090909090909,0.0,3.4444444444444446,0.0619469026548672,0.0132743362831858,0.0575221238938053,0.0044247787610619,4.743362831858407,0.0,0.0,3.5,3.0,2.5,2.5,2.0,2.5,2.0,3.5
3,3,4,2,2,Human,246.0,1295.0,14.0,17.571428571428573,124.0,0.5040650406504065,6.800325203252033,0.0,6.0,28.0,0.0,10.0,2.917293233082707,0.2857142857142857,0.3571428571428571,1.1,0.065040650406504,0.0284552845528455,0.1504065040650406,0.0040650406504065,4.121951219512195,0.0040650406504065,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3,4,4,2,2,LLM,246.0,1295.0,14.0,17.571428571428573,124.0,0.5040650406504065,6.800325203252033,0.0,6.0,28.0,0.0,10.0,2.917293233082707,0.2857142857142857,0.3571428571428571,1.1,0.065040650406504,0.0284552845528455,0.1504065040650406,0.0040650406504065,4.121951219512195,0.0040650406504065,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1,1,3,2,2,Human,635.0,3303.0,45.0,14.11111111111111,240.0,0.3779527559055118,5.4924094488188935,0.0,18.0,121.0,0.0,9.0,2.8847736625514404,0.1111111111111111,0.4222222222222222,0.785234899328859,0.050314465408805,0.0487421383647798,0.1713836477987421,0.0062893081761006,3.9685534591194966,0.0078616352201257,0.0,3.5,4.0,3.5,4.0,4.0,4.0,3.5,3.0
4,4,4,4,3,LLM,635.0,3303.0,45.0,14.11111111111111,240.0,0.3779527559055118,5.4924094488188935,0.0,18.0,121.0,0.0,9.0,2.8847736625514404,0.1111111111111111,0.4222222222222222,0.785234899328859,0.050314465408805,0.0487421383647798,0.1713836477987421,0.0062893081761006,3.9685534591194966,0.0078616352201257,0.0,3.5,4.0,3.5,4.0,4.0,4.0,3.5,3.0
0,0,4,2,1,Human,7.0,38.0,1.0,7.0,7.0,1.0,11.079999999999997,0.0,1.0,0.0,0.0,4.0,1.3333333333333333,0.0,0.0,0.5,0.1428571428571428,0.0,0.2857142857142857,0.0,4.571428571428571,0.0,0.0,2.0,2.5,2.0,1.0,1.0,2.0,1.5,1.0
1,1,1,1,1,LLM,7.0,38.0,1.0,7.0,7.0,1.0,11.079999999999997,0.0,1.0,0.0,0.0,4.0,1.3333333333333333,0.0,0.0,0.5,0.1428571428571428,0.0,0.2857142857142857,0.0,4.571428571428571,0.0,0.0,2.0,2.5,2.0,1.0,1.0,2.0,1.5,1.0
3,4,4,2,2,Human,516.0,3300.0,22.0,23.454545454545453,141.0,0.2732558139534883,12.03031007751938,3.0,11.0,92.0,0.0,13.0,3.306581059390048,0.2272727272727272,0.1363636363636363,2.8076923076923075,0.0465587044534413,0.0404858299595141,0.0303643724696356,0.0,5.135627530364372,0.0,0.0,4.0,3.5,4.0,3.0,3.5,3.5,3.0,3.0
3,2,3,3,3,LLM,516.0,3300.0,22.0,23.454545454545453,141.0,0.2732558139534883,12.03031007751938,3.0,11.0,92.0,0.0,13.0,3.306581059390048,0.2272727272727272,0.1363636363636363,2.8076923076923075,0.0465587044534413,0.0404858299595141,0.0303643724696356,0.0,5.135627530364372,0.0,0.0,4.0,3.5,4.0,3.0,3.5,3.5,3.0,3.0
4,1,4,0,0,Human,3.0,15.0,1.0,3.0,5.0,1.6666666666666667,-19.85333333333333,0.0,1.0,3.0,0.0,1.0,1.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,2.5,0.0,0.0,2.5,3.5,2.0,3.5,4.0,4.0,2.0,4.0
3,4,4,2,3,LLM,3.0,15.0,1.0,3.0,5.0,1.6666666666666667,-19.85333333333333,0.0,1.0,3.0,0.0,1.0,1.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,2.5,0.0,0.0,2.5,3.5,2.0,3.5,4.0,4.0,2.0,4.0
3,3,3,2,2,Human,199.0,1238.0,9.0,22.11111111111111,118.0,0.592964824120603,12.113567839195976,0.0,4.0,35.0,0.0,11.0,3.108695652173913,0.0,0.3333333333333333,1.4324324324324325,0.1111111111111111,0.0202020202020202,0.0656565656565656,0.0151515151515151,4.97979797979798,0.0101010101010101,0.2222222222222222,3.5,4.0,3.0,3.5,4.0,4.0,3.5,3.0
3,4,4,2,3,LLM,199.0,1238.0,9.0,22.11111111111111,118.0,0.592964824120603,12.113567839195976,0.0,4.0,35.0,0.0,11.0,3.108695652173913,0.0,0.3333333333333333,1.4324324324324325,0.1111111111111111,0.0202020202020202,0.0656565656565656,0.0151515151515151,4.97979797979798,0.0101010101010101,0.2222222222222222,3.5,4.0,3.0,3.5,4.0,4.0,3.5,3.0
4,4,4,1,1,Human,58.0,286.0,3.0,19.33333333333333,27.0,0.4655172413793103,4.46551724137931,0.0,1.0,14.0,0.0,6.0,3.161764705882353,0.6666666666666666,0.6666666666666666,2.0,0.0701754385964912,0.0526315789473684,0.0175438596491228,0.0,3.719298245614035,0.0,0.0,3.5,4.0,3.0,4.0,4.0,4.0,3.0,3.5
3,4,4,2,2,LLM,58.0,286.0,3.0,19.33333333333333,27.0,0.4655172413793103,4.46551724137931,0.0,1.0,14.0,0.0,6.0,3.161764705882353,0.6666666666666666,0.6666666666666666,2.0,0.0701754385964912,0.0526315789473684,0.0175438596491228,0.0,3.719298245614035,0.0,0.0,3.5,4.0,3.0,4.0,4.0,4.0,3.0,3.5
3,4,3,2,2,Human,106.0,740.0,6.0,17.666666666666668,68.0,0.6415094339622641,16.806037735849056,0.0,1.0,17.0,0.0,9.0,2.871794871794872,0.3333333333333333,0.0,1.3333333333333333,0.1132075471698113,0.0188679245283018,0.0,0.0,5.830188679245283,0.0,0.1666666666666666,4.0,3.5,3.5,4.0,3.5,4.0,3.5,3.0
4,4,4,3,2,LLM,106.0,740.0,6.0,17.666666666666668,68.0,0.6415094339622641,16.806037735849056,0.0,1.0,17.0,0.0,9.0,2.871794871794872,0.3333333333333333,0.0,1.3333333333333333,0.1132075471698113,0.0188679245283018,0.0,0.0,5.830188679245283,0.0,0.1666666666666666,4.0,3.5,3.5,4.0,3.5,4.0,3.5,3.0
4,4,4,2,2,Human,315.0,1905.0,25.0,12.6,133.0,0.4222222222222222,8.431492063492062,8.0,11.0,69.0,0.0,8.0,3.3513513513513518,0.2,0.04,3.1794871794871797,0.0522648083623693,0.0104529616724738,0.0313588850174216,0.0,4.888501742160279,0.0,0.0,2.5,3.5,2.5,4.0,2.0,2.5,2.0,3.5
2,2,3,2,3,LLM,315.0,1905.0,25.0,12.6,133.0,0.4222222222222222,8.431492063492062,8.0,11.0,69.0,0.0,8.0,3.3513513513513518,0.2,0.04,3.1794871794871797,0.0522648083623693,0.0104529616724738,0.0313588850174216,0.0,4.888501742160279,0.0,0.0,2.5,3.5,2.5,4.0,2.0,2.5,2.0,3.5
4,4,4,1,2,Human,147.0,772.0,8.0,18.375,50.0,0.3401360544217687,2.391836734693875,0.0,11.0,22.0,0.0,10.0,3.2793296089385477,0.0,0.625,1.3333333333333333,0.0526315789473684,0.0175438596491228,0.1140350877192982,0.0,4.254385964912281,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.5
4,4,4,3,3,LLM,147.0,772.0,8.0,18.375,50.0,0.3401360544217687,2.391836734693875,0.0,11.0,22.0,0.0,10.0,3.2793296089385477,0.0,0.625,1.3333333333333333,0.0526315789473684,0.0175438596491228,0.1140350877192982,0.0,4.254385964912281,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.5
3,1,4,1,2,Human,98.0,484.0,7.0,14.0,63.0,0.6428571428571429,3.745714285714282,0.0,1.0,26.0,0.0,8.0,3.1166666666666667,0.0,0.2857142857142857,0.5,0.0396039603960396,0.0396039603960396,0.2475247524752475,0.0792079207920792,3.415841584158416,0.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.5
2,2,4,3,3,LLM,98.0,484.0,7.0,14.0,63.0,0.6428571428571429,3.745714285714282,0.0,1.0,26.0,0.0,8.0,3.1166666666666667,0.0,0.2857142857142857,0.5,0.0396039603960396,0.0396039603960396,0.2475247524752475,0.0792079207920792,3.415841584158416,0.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.5
4,4,4,1,0,Human,21.0,118.0,2.0,10.5,22.0,1.0476190476190477,7.70095238095238,0.0,1.0,4.0,0.0,6.0,2.782608695652174,0.0,0.0,1.4,0.0476190476190476,0.0,0.1428571428571428,0.0476190476190476,4.428571428571429,0.0,0.0,3.5,4.0,3.0,3.0,4.0,4.0,2.5,4.0
2,2,4,1,2,LLM,21.0,118.0,2.0,10.5,22.0,1.0476190476190477,7.70095238095238,0.0,1.0,4.0,0.0,6.0,2.782608695652174,0.0,0.0,1.4,0.0476190476190476,0.0,0.1428571428571428,0.0476190476190476,4.428571428571429,0.0,0.0,3.5,4.0,3.0,3.0,4.0,4.0,2.5,4.0
0,0,4,1,2,Human,66.0,566.0,3.0,22.0,53.0,0.803030303030303,11.047878787878783,0.0,5.0,30.0,4.0,7.0,5.047058823529412,0.0,0.0,5.333333333333333,0.0166666666666666,0.0,0.05,0.0,4.816666666666666,0.0,0.0,3.0,3.5,2.5,2.0,1.5,2.5,2.0,3.5
1,0,3,1,2,LLM,66.0,566.0,3.0,22.0,53.0,0.803030303030303,11.047878787878783,0.0,5.0,30.0,4.0,7.0,5.047058823529412,0.0,0.0,5.333333333333333,0.0166666666666666,0.0,0.05,0.0,4.816666666666666,0.0,0.0,3.0,3.5,2.5,2.0,1.5,2.5,2.0,3.5
0,0,4,2,2,Human,118.0,982.0,3.0,39.333333333333336,88.0,0.7457627118644068,16.055932203389826,0.0,6.0,44.0,4.0,10.0,4.447552447552448,0.0,0.3333333333333333,4.153846153846154,0.0707964601769911,0.0176991150442477,0.0265486725663716,0.0,5.327433628318584,0.0088495575221238,0.0,3.8,3.7,3.5,2.8,2.6,3.6,2.9,3.6
1,0,3,3,2,LLM,118.0,982.0,3.0,39.333333333333336,88.0,0.7457627118644068,16.055932203389826,0.0,6.0,44.0,4.0,10.0,4.447552447552448,0.0,0.3333333333333333,4.153846153846154,0.0707964601769911,0.0176991150442477,0.0265486725663716,0.0,5.327433628318584,0.0088495575221238,0.0,3.8,3.7,3.5,2.8,2.6,3.6,2.9,3.6
4,4,4,2,2,Human,129.0,820.0,13.0,9.923076923076923,81.0,0.627906976744186,10.11410852713178,6.0,3.0,34.0,0.0,11.0,2.7848101265822787,0.0,0.0,3.923076923076923,0.1129032258064516,0.0241935483870967,0.0241935483870967,0.0,5.112903225806452,0.0,0.0,3.5,3.0,2.5,3.5,4.0,4.0,3.5,3.0
4,4,4,3,3,LLM,129.0,820.0,13.0,9.923076923076923,81.0,0.627906976744186,10.11410852713178,6.0,3.0,34.0,0.0,11.0,2.7848101265822787,0.0,0.0,3.923076923076923,0.1129032258064516,0.0241935483870967,0.0241935483870967,0.0,5.112903225806452,0.0,0.0,3.5,3.0,2.5,3.5,4.0,4.0,3.5,3.0
